Date,Open,High,Low,Close,Volume
1991-06-17,382.3,382.31,380.13,380.13,74572222
1991-06-18,380.13,381.83,377.99,378.59,86222222
1991-06-19,378.57,378.57,374.36,375.09,86911111
1991-06-20,375.09,376.29,373.87,375.42,91100000
1991-06-21,375.42,377.75,375.33,377.75,107394444
1991-06-24,377.74,377.74,370.73,370.94,76633333
1991-06-25,370.94,372.62,369.56,370.65,86505556
1991-06-26,370.65,372.73,368.34,371.59,103983333
1991-06-27,371.59,374.4,371.59,374.4,90600000
1991-06-28,374.4,374.4,367.98,371.16,90983333
1991-07-01,371.18,377.92,371.18,377.92,93044444
1991-07-02,377.92,377.93,376.62,377.47,87383333
1991-07-03,377.47,377.47,372.08,373.33,78100000
1991-07-05,373.34,375.51,372.17,374.08,38838889
1991-07-08,374.09,377.94,370.92,377.94,76850000
1991-07-09,377.94,378.58,375.37,376.11,84344444
1991-07-10,376.11,380.35,375.2,375.74,99050000
1991-07-11,375.73,377.68,375.51,376.97,87738889
1991-07-12,376.97,381.41,375.79,380.25,97094444
1991-07-15,380.28,383,380.24,382.39,89861111
1991-07-16,382.39,382.94,380.8,381.54,101661111
1991-07-17,381.5,382.86,381.13,381.18,108588889
1991-07-18,381.18,385.37,381.18,385.37,111627778
1991-07-19,385.38,385.83,383.65,384.22,105944444
1991-07-22,384.21,384.55,381.84,382.88,82805556
1991-07-23,382.88,384.86,379.39,379.42,88994444
1991-07-24,379.42,380.46,378.29,378.64,88166667
1991-07-25,378.64,381.13,378.15,380.96,81000000
1991-07-26,380.96,381.76,379.81,380.93,70977778
1991-07-29,380.93,383.15,380.45,383.15,75555556
1991-07-30,383.15,386.92,383.15,386.69,93894444
1991-07-31,386.69,387.81,386.19,387.81,92683333
1991-08-01,387.81,387.95,386.48,387.12,94783333
1991-08-02,387.12,389.56,386.05,387.18,90150000
1991-08-05,387.17,387.17,384.48,385.06,71138889
1991-08-06,385.06,390.8,384.29,390.62,96922222
1991-08-07,390.62,391.59,389.86,390.56,95677778
1991-08-08,390.56,391.8,388.15,389.32,91050000
1991-08-09,389.32,389.89,387.04,387.12,79855556
1991-08-12,387.11,388.17,385.9,388.02,80800000
1991-08-13,388.02,392.12,388.02,389.62,118200000
1991-08-14,389.62,391.85,389.13,389.9,69016667
1991-08-15,389.91,391.92,389.29,389.33,97050000
1991-08-16,389.33,390.41,383.16,385.58,105266667
1991-08-19,385.58,385.58,374.09,376.47,127972222
1991-08-20,376.47,380.35,376.47,379.43,102366667
1991-08-21,379.55,390.59,379.55,390.59,129272222
1991-08-22,390.59,391.98,390.21,391.33,96161111
1991-08-23,391.33,395.34,390.69,394.17,104927778
1991-08-26,394.17,394.39,392.75,393.85,72538889
1991-08-27,393.85,393.87,391.77,393.06,80372222
1991-08-28,393.06,396.64,393.05,396.64,94383333
1991-08-29,396.65,396.82,395.14,396.47,85638889
1991-08-30,396.47,396.47,393.6,395.43,79688889
1991-09-03,395.43,397.62,392.1,392.15,85333333
1991-09-04,392.15,392.62,388.68,389.97,87511111
1991-09-05,389.97,390.97,388.49,389.14,90211111
1991-09-06,389.14,390.71,387.36,389.1,92533333
1991-09-09,389.11,389.34,387.88,388.57,63944444
1991-09-10,388.57,388.63,383.78,384.56,79661111
1991-09-11,384.56,385.6,383.59,385.09,82222222
1991-09-12,385.09,387.34,385.09,387.34,89122222
1991-09-13,387.16,387.95,382.85,383.59,94238889
1991-09-16,383.59,385.79,382.77,385.78,95866667
1991-09-17,385.78,387.13,384.97,385.5,93522222
1991-09-18,385.49,386.94,384.28,386.94,78522222
1991-09-19,386.94,389.42,386.27,387.56,117227778
1991-09-20,387.56,388.82,386.49,387.92,141400000
1991-09-23,387.9,388.55,385.76,385.92,81077778
1991-09-24,385.92,388.13,384.46,387.71,94638889
1991-09-25,387.72,388.25,385.99,386.88,85505556
1991-09-26,386.87,388.39,385.3,386.49,88322222
1991-09-27,386.49,389.09,384.87,385.9,89255556
1991-09-30,385.91,388.29,384.32,387.86,81544444
1991-10-01,387.86,389.56,387.86,389.2,90872222
1991-10-02,389.2,390.03,387.62,388.26,92433333
1991-10-03,388.23,388.23,384.47,384.47,96866667
1991-10-04,384.47,385.19,381.24,381.25,91111111
1991-10-07,381.22,381.27,379.07,379.5,82461111
1991-10-08,379.5,381.23,379.18,380.67,98400000
1991-10-09,380.57,380.57,376.35,376.8,103727778
1991-10-10,376.8,380.55,376.11,380.55,91244444
1991-10-11,380.55,381.46,379.9,381.45,82694444
1991-10-14,381.45,386.47,381.45,386.47,72288889
1991-10-15,386.47,391.5,385.95,391.01,118633333
1991-10-16,391.01,393.29,390.14,392.8,125211111
1991-10-17,392.79,393.81,390.32,391.92,114461111
1991-10-18,391.92,392.8,391.77,392.5,113383333
1991-10-21,392.49,392.49,388.96,390.02,85633333
1991-10-22,390.02,391.2,387.4,387.83,107866667
1991-10-23,387.83,389.08,386.52,387.94,102994444
1991-10-24,387.94,388.32,383.45,385.07,99466667
1991-10-25,385.07,386.13,382.97,384.2,92950000
1991-10-28,384.2,389.52,384.2,389.52,89794444
1991-10-29,389.52,391.7,386.88,391.48,107116667
1991-10-30,391.48,393.11,390.78,392.96,108555556
1991-10-31,392.96,392.96,391.58,392.45,99822222
1991-11-01,392.46,395.1,389.67,391.32,114322222
1991-11-04,391.29,391.29,388.09,390.28,86477778
1991-11-05,390.28,392.17,388.19,388.71,95605556
1991-11-06,388.71,389.97,387.58,389.97,93022222
1991-11-07,389.97,393.72,389.97,393.72,114155556
1991-11-08,393.72,396.43,392.42,392.89,101811111
1991-11-11,392.9,393.57,392.32,393.12,71622222
1991-11-12,393.12,397.13,393.12,396.74,110338889
1991-11-13,396.74,397.42,394.01,397.41,102488889
1991-11-14,397.41,398.22,395.85,397.15,111127778
1991-11-15,397.15,397.16,382.62,382.62,133161111
1991-11-18,382.62,385.4,379.7,385.24,134411111
1991-11-19,385.24,385.24,374.9,379.42,135488889
1991-11-20,379.42,381.51,377.84,378.53,107088889
1991-11-21,378.53,381.12,377.41,380.06,108405556
1991-11-22,380.05,380.05,374.52,376.14,104577778
1991-11-25,376.14,377.07,374,375.34,97705556
1991-11-26,375.34,378.29,371.63,377.96,118783333
1991-11-27,377.96,378.11,375.98,376.55,93177778
1991-11-29,376.55,376.55,374.65,375.22,42683333
1991-12-02,375.11,381.4,371.36,381.4,104672222
1991-12-03,381.4,381.48,379.92,380.96,104016667
1991-12-04,380.96,381.51,378.07,380.07,104422222
1991-12-05,380.07,380.07,376.58,377.39,92416667
1991-12-06,377.39,382.39,375.41,379.1,110644444
1991-12-09,379.09,381.42,377.67,378.26,97088889
1991-12-10,378.26,379.57,376.64,377.9,107177778
1991-12-11,377.9,379.42,374.78,377.7,115238889
1991-12-12,377.7,381.62,377.7,381.55,107194444
1991-12-13,381.55,385.04,381.55,384.47,108038889
1991-12-16,384.48,385.84,384.37,384.46,96155556
1991-12-17,384.46,385.05,382.6,382.74,106283333
1991-12-18,382.74,383.51,380.88,383.48,106894444
1991-12-19,383.46,383.46,380.64,382.52,110738889
1991-12-20,382.52,388.24,382.52,387.04,175633333
1991-12-23,387.05,397.44,386.96,396.82,127166667
1991-12-24,396.82,401.79,396.82,399.33,90355556
1991-12-26,399.33,404.92,399.31,404.84,82905556
1991-12-27,404.84,406.58,404.59,406.46,87750000
1991-12-30,406.49,415.14,406.49,415.14,136444444
1991-12-31,415.14,418.32,412.73,417.09,137266667
1992-01-02,417.03,417.27,411.04,417.26,115316667
1992-01-03,417.27,419.79,416.16,419.34,124594444
1992-01-06,419.31,419.44,416.92,417.96,139561111
1992-01-07,417.96,417.96,415.2,417.4,140433333
1992-01-08,417.36,420.23,415.02,418.1,161527778
1992-01-09,418.09,420.5,415.85,417.61,162416667
1992-01-10,417.62,417.62,413.31,415.1,131183333
1992-01-13,415.05,415.36,413.54,414.34,111261111
1992-01-14,414.34,420.44,414.32,420.44,147722222
1992-01-15,420.45,421.18,418.79,420.77,174905556
1992-01-16,420.77,420.85,415.37,418.21,186800000
1992-01-17,418.2,419.45,416,418.86,159650000
1992-01-20,418.86,418.86,415.8,416.36,100500000
1992-01-21,416.36,416.39,411.32,412.64,121527778
1992-01-22,412.65,418.13,412.49,418.13,126744444
1992-01-23,418.13,419.78,414.36,414.96,130322222
1992-01-24,414.96,417.27,414.29,415.48,118683333
1992-01-27,415.44,416.84,414.48,414.99,106094444
1992-01-28,414.98,416.41,414.54,414.96,121333333
1992-01-29,414.96,417.83,409.17,410.34,138300000
1992-01-30,410.34,412.17,409.26,411.62,108155556
1992-01-31,411.65,412.63,408.64,408.78,109788889
1992-02-03,408.79,409.95,407.45,409.53,102938889
1992-02-04,409.6,413.85,409.28,413.85,129822222
1992-02-05,413.88,416.17,413.18,413.84,145800000
1992-02-06,413.87,414.55,411.93,413.82,134472222
1992-02-07,413.82,415.29,408.04,411.09,128400000
1992-02-10,411.07,413.77,411.07,413.77,102450000
1992-02-11,413.77,414.38,412.24,413.76,111183333
1992-02-12,413.77,418.08,413.36,417.13,132016667
1992-02-13,417.13,417.77,412.07,413.69,127422222
1992-02-14,413.69,413.84,411.2,412.48,119505556
1992-02-18,412.48,413.27,406.34,407.38,130166667
1992-02-19,407.38,408.7,406.54,408.26,129427778
1992-02-20,408.26,413.9,408.26,413.9,150361111
1992-02-21,413.9,414.26,409.72,411.43,145361111
1992-02-24,411.46,412.94,410.34,412.27,98633333
1992-02-25,412.27,412.27,408.02,410.45,116861111
1992-02-26,410.48,415.35,410.48,415.35,134166667
1992-02-27,415.35,415.99,413.47,413.86,119505556
1992-02-28,413.86,416.07,411.8,412.7,112400000
1992-03-02,412.68,413.74,411.52,412.45,100211111
1992-03-03,412.45,413.78,411.88,412.85,111605556
1992-03-04,412.86,413.27,409.33,409.33,114922222
1992-03-05,409.33,409.33,405.42,406.51,114316667
1992-03-06,406.51,407.51,403.65,404.44,102883333
1992-03-09,404.45,405.64,404.25,405.21,89250000
1992-03-10,405.21,409.16,405.21,406.89,112777778
1992-03-11,406.88,407.02,402.64,404.03,103516667
1992-03-12,404.03,404.72,401.94,403.89,100172222
1992-03-13,403.92,406.69,403.92,405.84,98833333
1992-03-16,405.85,406.4,403.55,406.39,86638889
1992-03-17,406.39,409.72,406.39,409.58,104027778
1992-03-18,409.58,410.84,408.23,409.15,106511111
1992-03-19,409.15,410.57,409.12,409.8,109616667
1992-03-20,409.8,411.3,408.53,411.3,136783333
1992-03-23,411.29,411.29,408.87,409.91,87250000
1992-03-24,409.91,411.43,407.99,408.88,106450000
1992-03-25,408.88,409.87,407.52,407.52,107027778
1992-03-26,407.52,409.44,406.75,407.86,98177778
1992-03-27,407.86,407.86,402.87,403.5,92300000
1992-03-30,403.5,404.3,402.97,403,74438889
1992-03-31,403,405.21,402.22,403.69,101311111
1992-04-01,403.67,404.5,400.75,404.23,103627778
1992-04-02,404.17,404.63,399.28,400.5,102894444
1992-04-03,400.5,401.59,398.21,401.55,104766667
1992-04-06,401.54,405.93,401.52,405.59,99950000
1992-04-07,405.59,405.75,397.97,398.06,114005556
1992-04-08,398.05,398.05,392.41,394.5,138488889
1992-04-09,394.5,401.04,394.5,400.64,128572222
1992-04-10,400.59,405.12,400.59,404.29,110850000
1992-04-13,404.28,406.08,403.9,406.08,79522222
1992-04-14,406.08,413.86,406.08,412.39,128405556
1992-04-15,412.39,416.28,412.39,416.28,127616667
1992-04-16,416.28,416.28,413.4,416.04,129572222
1992-04-20,416.05,416.05,407.93,410.18,106655556
1992-04-21,410.16,411.09,408.2,410.26,119144444
1992-04-22,410.26,411.3,409.23,409.81,121583333
1992-04-23,409.81,411.6,406.86,411.6,131033333
1992-04-24,411.6,412.48,408.74,409.02,110727778
1992-04-27,409.03,409.6,407.64,408.45,96055556
1992-04-28,408.45,409.69,406.33,409.11,105122222
1992-04-29,409.11,412.31,409.11,412.02,114877778
1992-04-30,412.02,414.95,412.02,414.95,124216667
1992-05-01,414.95,415.21,409.87,412.53,98550000
1992-05-04,412.54,417.84,412.54,416.91,96966667
1992-05-05,416.91,418.53,415.77,416.84,111416667
1992-05-06,416.84,418.48,416.4,416.79,111083333
1992-05-07,416.79,416.84,415.38,415.85,93877778
1992-05-08,415.87,416.85,414.41,416.05,93733333
1992-05-11,416.05,418.75,416.05,418.49,86516667
1992-05-12,418.49,418.68,414.69,416.29,107150000
1992-05-13,416.29,417.04,415.86,416.45,97694444
1992-05-14,416.45,416.52,411.82,413.14,105083333
1992-05-15,413.14,413.14,409.85,410.09,107077778
1992-05-18,410.13,413.34,410.13,412.81,84100000
1992-05-19,412.82,416.51,412.26,416.37,103961111
1992-05-20,416.37,416.83,415.37,415.39,110100000
1992-05-21,415.4,415.41,411.57,412.6,102700000
1992-05-22,412.61,414.82,412.6,414.02,81505556
1992-05-26,414.02,414.02,410.23,411.41,109833333
1992-05-27,411.41,412.68,411.06,412.17,101244444
1992-05-28,412.17,416.77,411.81,416.74,108500000
1992-05-29,416.74,418.36,415.35,415.35,113338889
1992-06-01,415.35,417.3,412.44,417.3,100444444
1992-06-02,417.3,417.3,413.5,413.5,112533333
1992-06-03,413.5,416.54,413.04,414.59,119872222
1992-06-04,414.6,414.98,412.97,413.26,113583333
1992-06-05,413.26,413.85,410.97,413.48,110583333
1992-06-08,413.48,413.95,412.03,413.36,89577778
1992-06-09,413.4,413.56,409.3,410.06,106205556
1992-06-10,410.06,410.1,406.81,407.25,117083333
1992-06-11,407.25,409.05,406.11,409.05,113766667
1992-06-12,409.08,411.86,409.08,409.76,101033333
1992-06-15,409.76,411.68,408.13,410.29,91155556
1992-06-16,410.29,411.4,408.32,408.32,108000000
1992-06-17,408.33,408.33,401.98,402.26,126533333
1992-06-18,402.26,402.68,400.51,400.96,125333333
1992-06-19,400.96,404.23,400.96,403.67,129700000
1992-06-22,403.64,403.64,399.92,403.4,94094444
1992-06-23,403.4,405.41,403.4,404.04,105105556
1992-06-24,404.05,404.76,403.26,403.84,107705556
1992-06-25,403.83,405.53,402.01,403.12,101644444
1992-06-26,403.12,403.51,401.94,403.45,85794444
1992-06-29,403.47,408.96,403.47,408.94,98194444
1992-06-30,408.94,409.63,407.85,408.14,108627778
1992-07-01,408.2,412.88,408.2,412.88,119027778
1992-07-02,412.88,415.71,410.07,411.77,122333333
1992-07-06,411.77,413.84,410.46,413.84,103844444
1992-07-07,413.83,415.33,408.58,409.16,125583333
1992-07-08,409.15,410.28,407.2,410.28,111683333
1992-07-09,410.28,414.69,410.26,414.23,115544444
1992-07-10,414.23,415.88,413.34,414.62,91538889
1992-07-13,414.62,415.86,413.93,414.87,82705556
1992-07-14,414.86,417.69,414.33,417.68,108650000
1992-07-15,417.68,417.81,416.29,417.1,114755556
1992-07-16,417.04,417.93,414.79,417.54,114944444
1992-07-17,417.54,417.54,412.96,415.62,106733333
1992-07-20,415.62,415.62,410.72,413.75,92088889
1992-07-21,413.75,414.92,413.1,413.76,96533333
1992-07-22,413.74,413.74,409.95,410.93,105644444
1992-07-23,410.93,412.08,409.81,412.08,97494444
1992-07-24,412.07,412.07,409.93,411.6,91050000
1992-07-27,411.6,412.67,411.27,411.54,91500000
1992-07-28,411.55,417.55,411.55,417.52,121144444
1992-07-29,417.52,423.02,417.52,422.23,153250000
1992-07-30,422.2,423.94,421.57,423.92,107450000
1992-07-31,423.92,424.8,422.46,424.21,96066667
1992-08-03,424.19,425.09,422.84,425.09,91366667
1992-08-04,425.09,425.14,423.1,424.36,92644444
1992-08-05,424.35,424.35,421.92,422.19,95805556
1992-08-06,422.19,422.36,420.26,420.59,100800000
1992-08-07,420.59,423.45,418.51,418.88,105911111
1992-08-10,418.87,419.42,417.04,419.42,79155556
1992-08-11,419.45,419.72,416.53,418.9,96633333
1992-08-12,418.89,419.75,416.43,417.78,98088889
1992-08-13,417.78,419.88,416.4,417.73,103194444
1992-08-14,417.74,420.4,417.74,419.91,92677778
1992-08-17,419.89,421.89,419.44,420.74,84905556
1992-08-18,420.74,421.4,419.78,421.34,95416667
1992-08-19,421.34,421.62,418.19,418.19,103927778
1992-08-20,418.19,418.85,416.93,418.26,101900000
1992-08-21,418.27,420.35,413.58,414.85,113777778
1992-08-24,414.8,414.8,410.07,410.72,92050000
1992-08-25,410.73,411.64,408.3,411.61,112644444
1992-08-26,411.65,413.61,410.53,413.51,95477778
1992-08-27,413.51,415.83,413.51,413.53,99222222
1992-08-28,413.54,414.95,413.38,414.84,84588889
1992-08-31,414.87,415.29,413.76,414.03,89711111
1992-09-01,414.03,416.07,413.35,416.07,95933333
1992-09-02,416.07,418.28,415.31,417.98,104155556
1992-09-03,417.98,420.31,417.49,417.98,118055556
1992-09-04,417.98,418.62,416.76,417.08,69100000
1992-09-08,417.08,417.18,414.3,414.44,89688889
1992-09-09,414.44,416.44,414.44,416.36,99333333
1992-09-10,416.34,420.52,416.34,419.95,123327778
1992-09-11,419.95,420.58,419.13,419.58,100311111
1992-09-14,419.65,425.27,419.65,425.27,139411111
1992-09-15,425.22,425.22,419.54,419.77,117700000
1992-09-16,419.71,422.44,417.77,419.92,128583333
1992-09-17,419.92,421.43,419.62,419.93,104594444
1992-09-18,419.92,422.93,419.92,422.93,131911111
1992-09-21,422.9,422.9,421.18,422.14,85522222
1992-09-22,422.14,422.14,417.13,417.14,104894444
1992-09-23,417.14,417.88,416,417.44,114277778
1992-09-24,417.46,419.01,417.46,418.47,104422222
1992-09-25,418.47,418.63,412.71,414.35,118705556
1992-09-28,414.35,416.62,413,416.62,88200000
1992-09-29,416.62,417.38,415.34,416.8,94861111
1992-09-30,416.79,418.58,416.67,417.8,102483333
1992-10-01,417.8,418.67,415.46,416.29,113766667
1992-10-02,416.29,416.35,410.45,410.47,104461111
1992-10-05,410.47,410.47,396.8,407.57,159194444
1992-10-06,407.57,408.56,404.84,407.18,113055556
1992-10-07,407.17,408.6,403.91,404.25,102433333
1992-10-08,404.29,408.04,404.29,407.75,113888889
1992-10-09,407.75,407.75,402.42,402.66,99411111
1992-10-12,402.66,407.44,402.66,407.44,70372222
1992-10-13,407.44,410.64,406.83,409.3,103694444
1992-10-14,409.3,411.52,407.86,409.37,97722222
1992-10-15,409.34,411.03,407.92,409.6,118661111
1992-10-16,409.6,411.73,407.43,411.73,131066667
1992-10-19,411.73,414.98,410.66,414.98,123416667
1992-10-20,414.98,417.98,414.49,415.48,143450000
1992-10-21,415.53,416.15,414.54,415.67,121722222
1992-10-22,415.67,416.81,413.1,414.9,120222222
1992-10-23,414.9,416.23,413.68,414.1,110588889
1992-10-26,414.09,418.17,413.71,418.16,104477778
1992-10-27,418.18,419.2,416.97,418.49,112072222
1992-10-28,418.49,420.13,417.56,420.13,113283333
1992-10-29,420.15,421.16,419.83,420.86,114750000
1992-10-30,420.86,421.13,418.54,418.68,112183333
1992-11-02,418.66,422.75,418.12,422.75,112933333
1992-11-03,422.75,422.81,418.59,419.92,115633333
1992-11-04,419.91,421.07,416.61,417.11,108000000
1992-11-05,417.08,418.4,415.58,418.34,122072222
1992-11-06,418.35,418.35,417.01,417.58,114061111
1992-11-09,417.58,420.13,416.79,418.59,109755556
1992-11-10,418.59,419.71,417.98,418.62,123988889
1992-11-11,418.62,422.33,418.4,422.2,135416667
1992-11-12,422.2,423.1,421.7,422.87,125561111
1992-11-13,422.89,422.91,421.04,422.43,107194444
1992-11-16,422.44,422.44,420.35,420.68,96444444
1992-11-17,420.63,420.97,418.31,419.27,104255556
1992-11-18,419.27,423.49,419.24,422.85,121711111
1992-11-19,422.86,423.61,422.5,423.61,121511111
1992-11-20,423.61,426.98,423.61,426.65,143033333
1992-11-23,426.65,426.65,424.95,425.12,106961111
1992-11-24,425.14,429.31,424.83,427.59,134188889
1992-11-25,427.59,429.41,427.58,429.19,115388889
1992-11-27,429.19,431.93,429.17,430.16,58900000
1992-11-30,430.19,431.53,429.36,431.35,127861111
1992-12-01,431.35,431.47,429.2,430.78,143916667
1992-12-02,430.78,430.87,428.61,429.89,137227778
1992-12-03,429.98,430.99,428.8,429.91,132250000
1992-12-04,429.93,432.89,429.74,432.06,130533333
1992-12-07,432.06,435.31,432.06,435.31,120944444
1992-12-08,435.31,436.99,434.68,436.99,130183333
1992-12-09,436.99,436.99,433.98,435.65,127811111
1992-12-10,435.66,435.66,432.65,434.64,133688889
1992-12-11,434.64,434.64,433.34,433.73,91394444
1992-12-14,433.73,435.26,432.83,432.84,103911111
1992-12-15,432.82,433.66,431.92,432.57,126538889
1992-12-16,432.58,434.22,430.88,431.52,134516667
1992-12-17,431.52,435.44,431.46,435.43,139800000
1992-12-18,435.46,441.29,435.46,441.28,216277778
1992-12-21,441.26,441.26,439.65,440.7,124822222
1992-12-22,440.7,441.64,438.25,440.31,139127778
1992-12-23,440.29,441.11,439.03,439.03,130077778
1992-12-24,439.03,439.81,439.03,439.77,52911111
1992-12-28,439.77,439.77,437.26,439.15,79983333
1992-12-29,439.15,442.65,437.6,437.98,118700000
1992-12-30,437.98,439.37,437.12,438.82,102183333
1992-12-31,438.82,439.59,435.71,435.71,92172222
1993-01-04,435.7,437.32,434.48,435.38,111783333
1993-01-05,435.38,435.4,433.55,434.34,133527778
1993-01-06,434.34,435.17,432.52,434.52,164022222
1993-01-07,434.52,435.46,429.76,430.73,169361111
1993-01-08,430.73,430.73,426.88,429.05,146372222
1993-01-11,429.04,431.04,429.01,430.95,120638889
1993-01-12,430.95,431.39,428.19,431.04,133005556
1993-01-13,431.03,433.44,429.99,433.03,136311111
1993-01-14,433.08,435.96,433.08,435.94,156133333
1993-01-15,435.87,439.49,435.84,437.15,172066667
1993-01-18,437.13,437.13,435.92,436.84,108905556
1993-01-19,436.84,437.7,434.59,435.13,157355556
1993-01-20,435.14,436.23,433.37,433.37,149327778
1993-01-21,433.37,435.75,432.48,435.49,143122222
1993-01-22,435.49,437.81,435.49,436.11,162955556
1993-01-25,436.11,440.53,436.11,440.01,160411111
1993-01-26,440.05,442.66,439.54,439.95,174505556
1993-01-27,439.95,440.04,436.82,438.11,153900000
1993-01-28,438.13,439.14,437.3,438.66,142766667
1993-01-29,438.67,438.93,436.91,438.78,137333333
1993-02-01,438.78,442.52,438.78,442.52,132538889
1993-02-02,442.52,442.87,440.76,442.55,150866667
1993-02-03,442.56,447.35,442.56,447.2,191894444
1993-02-04,447.2,449.86,447.2,449.56,195077778
1993-02-05,449.56,449.56,446.95,448.93,180394444
1993-02-08,448.94,450.04,447.7,447.85,135222222
1993-02-09,448.04,448.04,444.52,445.33,133561111
1993-02-10,445.33,446.37,444.24,446.23,139950000
1993-02-11,446.21,449.36,446.21,447.66,142883333
1993-02-12,447.66,447.7,444.58,444.58,120450000
1993-02-16,444.53,444.53,433.47,433.91,184916667
1993-02-17,433.93,433.97,430.92,433.3,167894444
1993-02-18,433.3,437.79,428.25,431.9,172877778
1993-02-19,431.93,434.26,431.68,434.22,172611111
1993-02-22,434.21,436.49,433.53,435.24,173094444
1993-02-23,435.34,436.84,432.41,434.8,182811111
1993-02-24,434.76,440.87,434.68,440.87,175972222
1993-02-25,440.7,442.34,439.67,442.34,140477778
1993-02-26,442.34,443.77,440.98,443.38,130088889
1993-03-01,443.38,444.18,441.34,442.01,129144444
1993-03-02,442,447.91,441.07,447.9,149861111
1993-03-03,447.9,450,447.73,449.26,154100000
1993-03-04,449.26,449.52,446.72,447.34,130122222
1993-03-05,447.34,449.59,445.56,446.11,140822222
1993-03-08,446.12,454.71,446.12,454.71,152938889
1993-03-09,454.67,455.52,453.68,454.4,161483333
1993-03-10,454.4,456.34,452.7,456.33,142005556
1993-03-11,456.35,456.76,453.48,453.72,142811111
1993-03-12,453.7,453.7,447.04,449.83,141900000
1993-03-15,449.83,451.43,449.4,451.43,108850000
1993-03-16,451.43,452.36,451.01,451.37,121566667
1993-03-17,451.36,451.36,447.99,448.31,134038889
1993-03-18,448.36,452.39,448.36,451.89,133988889
1993-03-19,451.9,453.32,449.91,450.18,188700000
1993-03-22,450.17,450.17,446.08,448.88,129550000
1993-03-23,448.88,449.8,448.3,448.76,129294444
1993-03-24,448.71,450.9,446.1,448.07,152388889
1993-03-25,448.09,451.75,447.93,450.88,139738889
1993-03-26,450.91,452.09,447.69,447.78,125916667
1993-03-29,447.76,452.81,447.75,450.77,111094444
1993-03-30,450.79,452.06,449.63,451.97,128438889
1993-03-31,451.97,454.88,451.67,451.67,155105556
1993-04-01,451.67,452.63,449.6,450.3,130294444
1993-04-02,450.28,450.28,440.71,441.39,179627778
1993-04-05,441.42,442.43,440.53,442.29,164488889
1993-04-06,442.29,443.38,439.48,441.16,163155556
1993-04-07,441.16,442.73,440.5,442.73,166666667
1993-04-08,442.71,443.77,440.02,441.84,157983333
1993-04-12,441.84,448.37,441.84,448.37,144272222
1993-04-13,448.41,450.4,447.66,449.22,159272222
1993-04-14,449.22,450,448.02,448.66,142966667
1993-04-15,448.6,449.11,446.39,448.4,144166667
1993-04-16,448.41,449.39,447.67,448.94,169533333
1993-04-19,448.94,449.14,445.85,447.46,135950000
1993-04-20,447.46,447.46,441.81,445.1,176661111
1993-04-21,445.09,445.77,443.08,443.63,159611111
1993-04-22,443.55,445.73,439.46,439.46,172438889
1993-04-23,439.49,439.49,436.82,437.03,144338889
1993-04-26,437.03,438.35,432.3,433.54,157366667
1993-04-27,433.52,438.02,433.14,438.01,157855556
1993-04-28,438.01,438.8,436.68,438.02,148877778
1993-04-29,438.02,438.96,435.59,438.89,138755556
1993-04-30,438.89,442.29,438.89,440.19,137477778
1993-05-03,440.19,442.59,438.25,442.46,124983333
1993-05-04,442.58,445.19,442.45,444.05,149061111
1993-05-05,443.98,446.09,443.76,444.52,152355556
1993-05-06,444.6,444.81,442.9,443.26,141922222
1993-05-07,443.28,443.7,441.69,442.31,124205556
1993-05-10,442.34,445.42,442.05,442.8,130877778
1993-05-11,442.8,444.57,441.52,444.36,121377778
1993-05-12,444.32,445.16,442.87,444.8,142044444
1993-05-13,444.75,444.75,439.23,439.23,163288889
1993-05-14,439.22,439.82,438.1,439.56,140505556
1993-05-17,439.56,440.38,437.83,440.37,126433333
1993-05-18,440.39,441.26,437.95,440.32,146833333
1993-05-19,440.32,447.86,436.86,447.57,190233333
1993-05-20,447.57,450.59,447.36,450.59,160644444
1993-05-21,450.59,450.59,444.89,445.84,155066667
1993-05-24,445.84,448.44,445.26,448,109994444
1993-05-25,448,449.04,447.7,448.85,123383333
1993-05-26,448.85,453.51,448.82,453.44,152350000
1993-05-27,453.44,454.55,451.14,452.41,167116667
1993-05-28,452.41,452.41,447.67,450.19,115455556
1993-06-01,450.23,455.63,450.23,453.83,127605556
1993-06-02,453.83,454.53,452.68,453.85,164200000
1993-06-03,453.84,453.85,451.12,452.49,158650000
1993-06-04,452.43,452.43,448.92,450.06,125800000
1993-06-07,450.07,450.75,447.32,447.69,131622222
1993-06-08,447.65,447.65,444.31,444.71,133688889
1993-06-09,444.71,447.39,444.66,445.78,138350000
1993-06-10,445.78,446.22,444.09,445.38,129222222
1993-06-11,445.38,448.19,445.38,447.26,142638889
1993-06-14,447.26,448.64,447.23,447.71,116911111
1993-06-15,447.73,448.28,446.18,446.27,130061111
1993-06-16,446.27,447.43,443.61,447.43,148611111
1993-06-17,447.43,448.98,446.91,448.54,133227778
1993-06-18,448.54,448.59,443.68,443.68,166944444
1993-06-21,443.68,446.22,443.68,446.22,124250000
1993-06-22,446.25,446.29,444.94,445.93,144183333
1993-06-23,445.96,445.96,443.19,443.19,154588889
1993-06-24,443.04,447.21,442.5,446.62,148583333
1993-06-25,446.62,448.64,446.62,447.6,116905556
1993-06-28,447.6,451.9,447.6,451.85,134494444
1993-06-29,451.89,451.9,449.67,450.69,153505556
1993-06-30,450.69,451.47,450.15,450.53,156177778
1993-07-01,450.54,451.15,448.71,449.02,162244444
